username,post_id,caption,comments_text,likes,comments_count,timestamp,post_date,is_video,has_multiple_media,video_duration,video_view_count,hashtags,hashtag_count,mentions,mention_count,url_count,caption_length,comments_length,total_engagement
cristiano_posts,DRHP21wCM3u,Força equipa! Todos juntos hoje e sempre! Por Portugal e pela nossa bandeira!,🔥🔥🔥🔥 🔥🔥🔥🔥🔥 Cr7 🇵🇹🐐 @mikhail_litvin 🏳️ футбол на высоте ❤️❤️❤️ 🐐🐐 @ny__rcn dm ye bak gözünü sevimm,3504311,24814,2025-11-16T10:01:38.000Z,2025-11-16 10:01:38+00:00,False,True,0.0,0,,0,,0,0,77,97,3529125
cristiano_posts,DQ9Ijq-DfyB,"Parabéns meu amor, o papá ama-te muito! 💖 @georginagio",🔥🔥🔥🔥🎂🎂 🔥🔥🔥🔥🎂🎂 😍😍 Parabéns a você nesta data querida muitas felicidades muitas anos dia para a minina Alana Martin 🎉🎉🎉🎉🎉🎉🎉🎉🎂🎂🎂🎂🎂🎂🎂❤️❤️❤️🔥🔥🔥🔥🔥👏👏👏👏👏👏🎉🎉 😍😍😍❤️❤️❤️❤️❤️❤️💎💎💎💎💎💎💎🎁🎁🎉🎉🎉🎉🎉 🎉🎂🎂❤️❤️ 😍 alana,4523589,35680,2025-11-12T11:45:27.000Z,2025-11-12 11:45:27+00:00,False,False,0.0,0,,0,georginagio,1,0,54,194,4559269
cristiano_posts,DQ4YHvzDRLH,😎,帅帅😎 帅帅😎 😎😎😎😎 🔥❤️ 😂 soft hand @dont_worry_about_wishs Meu homem Come to Beşiktaş 👏🐐 I love you😍❤️ Polypeptide n.,7020957,70658,2025-11-10T15:25:15.000Z,2025-11-10 15:25:15+00:00,False,True,0.0,0,,0,,0,0,1,111,7091615
cristiano_posts,DQzS5dHiIsg,Working on our dream!,god CR7 🐐🐐👑👑 god CR7 🐐🐐👑👑 I love you Ronaldo king 💪👑 😍😍😍👑👑👑 ❤🔥 🐐 He is real goat You will win world cup Your dream 1000 goals and world cup ❤️🐐,3951477,41355,2025-11-08T16:03:24.000Z,2025-11-08 16:03:24+00:00,False,True,0.0,0,,0,,0,0,21,143,3992832
cristiano_posts,DQw7ZjRCHnV,Unleash your inner champion. The new CR7 Energy captures an unstoppable spirit in every spray. Are you ready to feel the Energy? #CR7Fragances #CR7Energy,❤️❤️❤️❤️ ❤️❤️❤️❤️ TAJIKISTAN 🇹🇯🇹🇯🇹🇯 😍😍😍🙏🙏 ❤️❤️ Views increase karane ke liye massage karo 🐐🐐 🔥🔥,1343916,15022,2025-11-07T18:00:18.000Z,2025-11-07 18:00:18+00:00,True,False,20.016,7390752,"CR7Fragances,CR7Energy",2,,0,0,153,95,1358938
cristiano_posts,DQmNZpDiABE,No filters. No scripts. Just us. Coming soon with my friend @piersmorgan,🐐 🐐 ❤️❤️❤️❤️ TAJIKISTAN 🇹🇯 🕊️🕊️🕊️😍😍 Butun dunyodagi messini laychalari vakkilashiptiyu a😂😂😂 ronaldu The best 🐐 🐐🐐🐐🐐🐐🐐 ❤️❤️❤️❤️ 🐐🔥 ❤️🔥 Oh,1974585,98063,2025-11-03T14:09:14.000Z,2025-11-03 14:09:14+00:00,True,False,47.96,9445538,,0,piersmorgan,1,0,72,136,2072648
cristiano_posts,DQht2zagMIg,ALL THE WAY TO THE END!!,"Lenda❤️ Lenda❤️ @_top_football_01 RIP DIOGO JOTA👑👑👑HAVE A BIRTHDAY 😭😭 😍😍 ❤️❤️❤️🔥🔥🔥🔥 ❤️🐐🐐❤️❤️🐐🐐 ایرانیت لایک کنن🙂✋🏻🇮🇷 CR7 🐐 Cristiano, miss Diago jota ❤️",7045724,81491,2025-11-01T20:12:38.000Z,2025-11-01 20:12:38+00:00,False,True,0.0,0,,0,,0,0,24,152,7127215
cristiano_posts,DQcDUDIDLRS,👀,😮 😮 🐐🔥🔥🔥🔥 🐐🐐🐐🐐🐐❤️🔥🔥🔥🔥 🎊🎊🎊🎊🥇🥇🥇🥇🥇🎊🎊🎊🎊🎉🎉🎉 ❤️ ❤️😮 ❤️❤️ Virat Kohli 🐐 🔥🔥👏,4002228,39697,2025-10-30T15:24:41.000Z,2025-10-30 15:24:41+00:00,False,False,0.0,0,,0,,0,0,1,68,4041925
cristiano_posts,DQXfCh9gKgT,"We stand tall, learn, and move forward together.","😍❤️ 😍❤️ ❤️❤️ Ok ❤️❤️❤️ 👏 👏👏👏 fast time New comedy funny video बनाया है l बहुत मेहनत करता हूं भाई please ek baar dekh lo bhai please support Kro... I'd "" - @world.star00 🐐 🔥🔥 ❤️❤️",2392660,24131,2025-10-28T20:50:46.000Z,2025-10-28 20:50:46+00:00,False,False,0.0,0,,0,,0,0,48,178,2416791
cristiano_posts,DQRfhEjDL23,950 goals ⚽🔥 The legacy continues. Join #7heSelection with Binance NFT holder or not — you can be part of it 👇 Holders: Fill up the survey link in our bio. Non-holders: Post on social or Binance’s community group why Binance’s community is the GOAT with #7heSelection and make it public! 7 days to select 7 fans in total. Full T&Cs apply.,❤️❤️❤️❤️ ❤️❤️❤️❤️ ✅✅ TAJIKISTAN 🇹🇯🇹🇯🇹🇯 تریدر باشهه 🔥 Desejo encerrar minha carreira com 1000 gols e até mais. ✅ 😍😍😍 👏 🔥,726179,13170,2025-10-26T13:00:03.000Z,2025-10-26 13:00:03+00:00,True,False,16.939,3954110,"7heSelection,7heSelection",2,,0,0,338,119,739349
cristiano_posts,DQPweCMgKLK,Happy to help the team win and to hit 950 goals! 🙏🏽⚽️ Always hungry for more! 💪🏽,Bem melhor q messi 😍😍 Bem melhor q messi 😍😍 Q isso vd 😍😍👑👑👑 🇵🇹🇵🇹 👑👑👑👑 🔥🐐👑 كريستيانو رونالدو 🐐 🐐كريستيانو رونالدو 🐐 🐐 🐐,4275483,51187,2025-10-25T20:49:08.000Z,2025-10-25 20:49:08+00:00,False,False,0.0,0,,0,,0,0,80,118,4326670
cristiano_posts,DQNIJ0rDUqZ,"Happy birthday, @alnassr! 🟡🔵 The story continues and we're stronger than ever!","💙💙 💙💙 🥰🥰🤍 🔥🔥 ❤️❤️❤️❤️❤️❤️❤️🔥🔥🔥🔥 Wow 👏👏 🔥 fast time New comedy funny video बनाया है l बहुत मेहनत करता हूं भाई please ek baar dekh lo bhai please support Kro... I'd "" - @world.star00 💙 🇮🇷🇵🇹❤️❤️❤️❤️❤️❤️❤️ Itu di dalam balutan tangannya ada apa ya mentol kek korek",4404767,25626,2025-10-24T20:18:22.000Z,2025-10-24 20:18:22+00:00,False,True,0.0,0,,0,alnassr,1,0,78,260,4430393
cristiano_posts,DQMlmx3jOOV,"Cristiano Ronaldo’s most powerful tool? Strategic sleep. Lock in your bedtime, dial in your mornings, and feel the difference 💪",TAJIKISTAN 🇹🇯🇹🇯🇹🇯🙌 TAJIKISTAN 🇹🇯🇹🇯🇹🇯🙌 ❤️ 🔥🔥 ❤️❤️❤️❤️ ❤️❤️❤️❤️❤️ 🔥🔥 🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷💙💙💙💙💙💙💙💙 👑👑 👑🔥 Yes,1606898,14306,2025-10-24T15:16:55.000Z,2025-10-24 15:16:55+00:00,True,False,23.168,7639310,,0,,0,0,127,101,1621204
cristiano_posts,DQKf0eOgKcW,💪🏽,"🔥🔥 🔥🔥 ❤️❤️ 🇵🇹🐐🐐😍❤️❤️❤️ fast time New comedy funny video बनाया है l बहुत मेहनत करता हूं भाई please ek baar dekh lo bhai please support Kro... I'd "" - @world.star00 Nice pic ❤️❤️ 👑🇵🇹 ❤️❤️❤️ 👏👏 Hello, Uncle Cristiano. There’s a major disaster in Indonesia. Help the people of Indonesia, Uncle. Many of your fans are waiting for your arrival here, Uncle Cristiano Ronaldo. Especially in North Sumatra. 🙏",3792273,31806,2025-10-23T19:47:27.000Z,2025-10-23 19:47:27+00:00,False,True,0.0,0,,0,,0,0,2,399,3824079
cristiano_posts,DP9rRaNgBFn,Success is not an accident 🟡🔵,🔥🔥 🔥🔥 What Ronaldo wearing bra arda golr🐐🐐👑 @cristiano can have any women he want ! But he picked that woman who had kids with him. He is a real champion. And him growing up didn’t have nothing! Real role model 👏👏 Come to besıktas 🦅 ❤️🔥👏🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐 Bra 🤣🤣😂😂,9757474,149995,2025-10-18T20:17:24.000Z,2025-10-18 20:17:24+00:00,False,True,0.0,0,,0,,0,0,29,256,9907469
cristiano_posts,DP7EgB7AKMw,Working hard 💪🏽,"🔥🔥 🔥🔥 👍🥇🥇🥇🥇👍💎💎💎💎💎✌🎉🎉🎉 رد @ep45 🐐🐐 fast time New comedy funny video बनाया है l बहुत मेहनत करता हूं भाई please ek baar dekh lo bhai please support Kro... I'd "" - @world.star00 🔥🔥🔥 نيالك مليونير صرت😍😍😍😍😍👏 ❤️❤️ رونالدو تو عشق",7753965,76169,2025-10-17T20:00:07.000Z,2025-10-17 20:00:07+00:00,False,True,0.0,0,,0,,0,0,15,221,7830134
cristiano_posts,DP0pqAviAlP,Não é segredo que representar a Seleção significa muito para mim e por isso estou muito orgulhoso de ter atingido esta marca única por Portugal. Obrigado a todos que me ajudaram a chegar aqui. Vemo-nos em novembro para fechar o apuramento para o mundial!,"Siempre Siiiuuuhhh Siempre Siiiuuuhhh 🔥 Ronaldo 🐐🇵🇹👑 fast time New comedy funny video बनाया है l बहुत मेहनत करता हूं भाई please ek baar dekh lo bhai please support Kro... I'd "" - @world.star00 I love you Ronaldo🐐🐐🐐🐐 🔥🔥🐐 ❤❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ Goat 🐐",4846212,49706,2025-10-15T08:10:07.000Z,2025-10-15 08:10:07+00:00,False,False,0.0,0,,0,,0,0,254,373,4895918
cristiano_posts,DPziMd3iM9x,"Estamos cada vez mais perto do nosso objetivo! Vamos, Portugal!🇵🇹","🔥🔥 🔥🔥 Cristiano Ronaldo the best player in the history of football CR7❤️❤️🔥🔥 |Oh Ok fast time New comedy funny video बनाया है l बहुत मेहनत करता हूं भाई please ek baar dekh lo bhai please support Kro... I'd "" - @world.star00 Nice pic O MELHOR 🇵🇹🇵🇹🇵🇹🇵🇹🔥🔥❤️ 😍🔥❤️",5708779,48892,2025-10-14T21:45:40.000Z,2025-10-14 21:45:40+00:00,False,True,0.0,0,,0,,0,0,65,259,5757671
cristiano_posts,DPrzSJdiF6o,Mais um passo dado! Vamos! 🇵🇹,"❤️❤️ ❤️❤️ ❤️❤️❤️❤️❤️❤️ fast time New comedy funny video बनाया है l बहुत मेहनत करता हूं भाई please ek baar dekh lo bhai please support Kro... I'd "" - @world.star00 Suuuuuuuuuuuuuui🇵🇹 ❤️❤️❤️❤️😍😍👑👑👑👑🇵🇹🇵🇹🇵🇹 سلام اقای کریس من از ایرانم کارگرم خیلی به پول نیاز دارم لطفا منو بشنو کمک کن خداخیرت بده 🐐🐐🇵🇹🇵🇹🇵🇹👑👑👑👑 😮😮😮🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹 Vamos! Portugal 🇵🇹🇵🇹🇵🇹",5943076,38718,2025-10-11T21:41:04.000Z,2025-10-11 21:41:04+00:00,False,True,0.0,0,,0,,0,0,29,342,5981794
cristiano_posts,DPmkbTqABtf,Focados na nossa missão 🇵🇹,"❤️🔥 ❤️🔥 The goat 🐐 suuuu! fast time New comedy funny video बनाया है l बहुत मेहनत करता हूं भाई please ek baar dekh lo bhai please support Kro... I'd "" - @world.star00 🇵🇹🇮🇷🇵🇹🇮🇷🇵🇹🇮🇷❤️❤️❤️❤️ ❤️❤️🇵🇹 @elittegelos 🇵🇹😍 😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮 سلام اقای کریس من از ایرانم کارگرم خیلی به پول نیاز دارم لطفا منو بشنو کمک کن خداخیرت بده Rondo Nice beautiful sweet this pic ❤️😍",4725327,28093,2025-10-09T20:55:03.000Z,2025-10-09 20:55:03+00:00,False,True,0.0,0,,0,,0,0,26,359,4753420
cristiano_posts,DPhi7lNjeRM,"Orgulhoso por este reconhecimento especial. 22 anos de Seleção e continuo com a mesma paixão. Obrigado a todos os treinadores e companheiros que me ajudaram a chegar até aqui. Obrigado, @portugal!","❤️❤️❤️🥇🥇🥇🥇👍💎💎💎💎💎✌👋 ❤️❤️❤️🥇🥇🥇🥇👍💎💎💎💎💎✌👋 Goat 🐐🇵🇹 ❤️❤️❤️❤️ RONALDO 🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹 VOS SOS EL REY👑👑👑👑👑👑👑👑👑👑👑👑DEL FUTBOL👑👑👑👑👑👑👑👑🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹👑👑👑👑👑👑👑👑 SOS EL MEJOR JUGADOR DE LA HISTORIA 🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹👑👑👑👑👑👑👑👑👑👑👑SOS EL HOMBRE MAS APUESTO TAMBIEN👑👑👑👑👑👑👑👑👑👑 Y MAS ADINERADO 🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹LA COPA DEL MUNDO 2026 ES PARA VOS👑👑👑👑👑👑👑👑👑👑👑👑👑POR QUE ES EL UNICO PREMIO QUE TE FALTA PARA CORONAR....SABES QUE VALORO DE VOS TU ESFUERZO FISICO Y TU ENTREGA ESPIRITUAL DE ALMA...BUENO BICHI TE CUENTO VOS YA ME CONOCES...YO YA QUIERO SALIR DE CLOSET QUIERO IR A VERTE EN EL MUNDIAL, PONERME TU CAMISETA PERO EN ARGENTINA MESSI NO ME VALORA, LA AFA TAMPOCO , LA FIFA TAMPOCO, USA TAMPOCO, PREGUNTALE A LOS ARABES SI QUIEREN ESTAR CONMIGO , NO TENGO PROBLEMAS DE VIVIR EN DUBAI.... TE CUENTO UN SECRETO... TUVE CELOS DE TU CASAMIENTO CON GEORGINA JAJAJAJ...... MENSAJE AL MUNDO SI NO VOY AL MUNDIAL SI MESSI NO SE CONECTA A MI INSTAGRAM ...... SE SUSPENDE EL MUNDIAL 2026 ... Y LA COPA DEL MUNDO LE DOY POR FACTO A RONALDO🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🔥🔥🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹👑👑👑👑👑👑👑👑👑👑👑🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹👑👑👑👑👑👑👑👑👑👑🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹👑👑👑👑👑👑👑👑👑🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹👑👑👑👑👑👑👑👑👑👑🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹👑👑👑👑👑👑👑👑👑👑🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹👑👑👑👑👑👑👑👑👑👑👑🇵🇹🇵🇹🇵🇹🇵🇹👑🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹 fast time New comedy funny video बनाया है l बहुत मेहनत करता हूं भाई please ek baar dekh lo bhai please support Kro... I'd "" - @world.star00 Hi international, please help handle the flash flood disaster in Aceh, we need help 🐐🔥 Hello",6494457,56594,2025-10-07T22:05:47.000Z,2025-10-07 22:05:47+00:00,False,True,0.0,0,,0,portugal,1,0,196,1653,6551051
cristiano_posts,DPg1MR9CNHK,De volta a @portugal 👍🏼😎,"❤️❤️ ❤️❤️ fast time New comedy funny video बनाया है l बहुत मेहनत करता हूं भाई please ek baar dekh lo bhai please support Kro... I'd "" - @world.star00 Drip 🔥🔥🔥🔥🔥😍😍😍 Melo 🐐 I wish you reply me in Sha Allaah. I am sick I don't have the hospital money please. Allaah says in the Qur'an ""( have You considered what You sow is it You who make it grow or are we the grower)😔 😍😍😍😍😍😍😍😍👑❤️👏❤️😍 اگه کالاف بازی می‌کنی، یه کانال خیلی خفن تو روبیکا هست: @AMIRANSHADOW (تنظیمات حرفه‌ای + DNS اختصاصی + قرعه‌کشی ماهانه) Nice sir ❤️ 🔥",7324215,74843,2025-10-07T15:26:06.000Z,2025-10-07 15:26:06+00:00,False,True,0.0,0,,0,portugal,1,0,24,517,7399058
cristiano_posts,DPFDZBUAIOu,This is Al Nassr! This is who we are! 🔥,"fast time New comedy funny video बनाया है l बहुत मेहनत करता हूं भाई please ek baar dekh lo bhai please support Kro... I'd "" - @world.star00 fast time New comedy funny video बनाया है l बहुत मेहनत करता हूं भाई please ek baar dekh lo bhai please support Kro... I'd "" - @world.star00 Fallow for cr 7 last go Suiii🔥 Hi Cristiano Good 🔥🔥🔥🔥 Ronaldo, I wanna meet you سلام اقای کریس من از ایرانم کارگرم خیلی به پول نیاز دارم لطفا منو بشنو کمک کن خداخیرت بده Ronaldo Bhai Nice this beautiful very Like pic ❤️😍 ❤️❤️",6346147,71159,2025-09-26T20:31:26.000Z,2025-09-26 20:31:26+00:00,False,True,0.0,0,,0,,0,0,39,505,6417306
cristiano_posts,DO_itI3DXi_,"Bold, Timeless, Legacy. Crafted to inspire you. 🙌🏽 #CR7FRAGANCES","fast time New comedy funny video बनाया है l बहुत मेहनत करता हूं भाई please ek baar dekh lo bhai please support Kro... I'd "" - @world.star00 fast time New comedy funny video बनाया है l बहुत मेहनत करता हूं भाई please ek baar dekh lo bhai please support Kro... I'd "" - @world.star00 🔥🔥 Mto lindo 😻😻😻😻😻 🔥🔥🔥🔥 🔥🔥 اگه کالاف بازی می‌کنی، یه کانال خیلی خفن تو روبیکا هست: @AMIRANSHADOW (تنظیمات حرفه‌ای + DNS اختصاصی + قرعه‌کشی ماهانه) @elittegelos ❤️🔥 ❤️",8902040,60874,2025-09-24T17:09:37.000Z,2025-09-24 17:09:37+00:00,False,True,0.0,0,CR7FRAGANCES,1,,0,0,64,446,8962914
cristiano_posts,DO8fSwLiNU-,"Happy Saudi National Day to everyone in Saudi Arabia! 🇸🇦 Wishing you a day filled with pride, unity, and celebration with your loved ones.","🇸🇦❤️❤️ 🇸🇦❤️❤️ 🐐 چ🇸🇦❤️😮 اگه کالاف بازی می‌کنی، یه کانال خیلی خفن تو روبیکا هست: @AMIRANSHADOW (تنظیمات حرفه‌ای + DNS اختصاصی + قرعه‌کشی ماهانه) ❤️🐐هيا بنا يا كريستيانو رونالدو!🇸🇦 🇸🇦🇸🇦 @elittegelos ❤️ 💚🐐🇸🇦 Hello, Uncle Cristiano. There’s a major disaster in Indonesia. Help the people of Indonesia, Uncle. Many of your fans are waiting for your arrival here, Uncle Cristiano Ronaldo. Especially in North Sumatra. 🙏",9789053,93887,2025-09-23T12:42:05.000Z,2025-09-23 12:42:05+00:00,False,True,0.0,0,,0,,0,0,138,412,9882940
cristiano_posts,DO8cvGViIPu,🎥 On the 95th Saudi National Day 🇸🇦 Cristiano Ronaldo shares a message with the Saudi people 💚 في اليوم الوطني السعودي الـ95 🇸🇦 كريستيانو رونالدو يوجّه رسالته إلى الشعب السعودي 💚,😀 😀 TAJIKISTAN 🇹🇯🇸🇦❤️ 🔥🔥🔥🔥🔥 🔥🔥🔥🇸🇦 ایران نیومدی داداش که از عربستان تعریف میکنی تو بیا اینجا میفهمی زندگی یعنی چی اینقد استاندارد داره که نگو ❤️ Come to uae 🇦🇪 please 🙏 🔥❤️ ناقصنا بروده Today my birthday 🙂 🇮🇳 🔥🔥🔥🔥,2054508,23446,2025-09-23T12:20:37.000Z,2025-09-23 12:20:37+00:00,True,False,47.5,10567169,,0,,0,0,178,212,2077954
