username,post_id,caption,comments_text,likes,comments_count,timestamp,post_date,is_video,has_multiple_media,video_duration,video_view_count,hashtags,hashtag_count,mentions,mention_count,url_count,caption_length,comments_length,total_engagement
mattrife,DQ4jj56ADsY,"This this the TOUR of a Killer, Bella 🧛🏼‍♂️😉 •New Dates •New Cities •Bigger Show •Same Weiner •In The Round/No Bad Seats •Use code: REBEL for Artist Presale going live THIS WEDNESDAY at 12pm local time ON MY WEBSITE❤️💛🖤 •General On Sale is this Friday! SEE YOU SOON 🥰😈 We filmed this in an hour and you can’t even tell…😎😂😂🎥 #comedy #mattrife #staygolden #tour #standup #standupcomedy #funny #Twilight","😂🤣 you're possibly fast and funny!!! 😂🤣 Oh yeah mad skills! 😍 My dream man! 💕🔥 😂🤣 you're possibly fast and funny!!! 😂🤣 Oh yeah mad skills! 😍 My dream man! 💕🔥 Even this is funny 🤣 twig I snapped 🔥😂 Господи, переведите кто нибудь это на русский Austria not on the list 😭 😂😂😂😂 30 Omg your coming to maine I'm ☠️😂 Хахахах, бл….!😂",90269,3885,2025-11-10T17:05:00.000Z,2025-11-10 17:05:00+00:00,True,False,170.066,594218,"comedy,mattrife,staygolden,tour,standup,standupcomedy,funny,Twilight",8,,0,0,400,325,94154
mattrife,DQxnCHrgLbs,Dug myself out of that one 😅😅😮‍💨😂 Found a good boy!!🐕‍🦺 #mattrife #funny #standup #standupcomedy #comedy #servicedogs #family,"😂😂😂😂😂 😂😂😂😂😂 U gotta come to Chicago and do a show Damn it!!! In your age understanding, I'm already old! But however, I really want to express my admiration to you! I have a rare man who evokes such dissimilar feelings! You're a scoundrel, in your statements and jokes! But that's why you're gorgeous 🫰 With love from Russia🇷🇺 Смешной 🤣🤣🤣🤣 😂😂😂😂😂 the dog impression is so accurate- 😭",127221,753,2025-11-08T00:20:00.000Z,2025-11-08 00:20:00+00:00,True,False,204.0,1325868,"mattrife,funny,standup,standupcomedy,comedy,servicedogs,family",7,,0,0,125,382,127974
mattrife,DQr6tcqkuGM,"🎁UNWRAPPED🎁 Christmas is coming early this year!! My new Christmas Special premieres December 2nd on NETFLIX 🥰🎄 It just felt right to put out something dedicated to the best holiday of the year. This is undeniably our most fun special yet, i seriously can’t wait for you to see it! MERRY CHRISTMAS 🎅🏼 #mattrife #christmas #netflix #special #comedy","Can't wait since I can't book a meet and greet without encountering SCAMMERS and getting screwed AGAIN!!!!🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬 Can't wait since I can't book a meet and greet without encountering SCAMMERS and getting screwed AGAIN!!!!🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬 So proud of him, his continued growth and determination is unbeatable ❤️❤️❤️🔥🔥🔥Papaw is smiling Rife. Congratulations ❤️❤️❤️❤️ keep going strong 💪 ❤️ 💙 That's my birthday 🎂 Let’s do this!! So can’t wait Happy, laughing Holidays! Hey gorgeous merry Christmas ❤️❤️❤️ Is Mariah going to be with you Yesssssssss🎄🎁",28808,478,2025-11-05T19:17:22.000Z,2025-11-05 19:17:22+00:00,False,True,0.0,0,"mattrife,christmas,netflix,special,comedy",5,,0,0,347,547,29286
mattrife,DQp5z-zgVBf,JUST MAKE IT MAKE SENSE 🙄🙄😂✈️ Flying has become the worst way to travel 🤦🏻‍♂️ #mattrife #funny #comedy #travel #netflix #standup #standupcomedy #flying,"😂😂😂😂👏👏👏👏👏👏👍👍👍👍👍👍👍 Is this guy came to Europe and where, i get banned from States 😂 PLEASE SOMEONE REPLY ME 😍 Можно титры с переводом на русский 🙏🙏🙏🙏🙏🙏 I'm telling you you are so funny oh my God I love you Сладкий 🔥 😭😭😂😂😂😂😂 I laughed way too hard at this 🤣😅",127510,1140,2025-11-05T00:36:22.000Z,2025-11-05 00:36:22+00:00,True,False,296.416,973966,"mattrife,funny,comedy,travel,netflix,standup,standupcomedy,flying",8,,0,0,151,256,128650
mattrife,DQfxAI6kePl,Annabelle let me in her box for Halloween 👻❤️,"😂 😂 Have you had your sleepover yet in Monroe? Just curious. Yea, she’s the Annabelle doll. Trying to control your every move. With the help of your mgmt 😂😂 Must of been a heavy box that bro 🧐🤯 @mattrife you did buy the real Annabelle, didnt u? Rumors are true @el2ik4 nope",303061,1468,2025-11-01T02:01:39.000Z,2025-11-01 02:01:39+00:00,False,False,0.0,0,,0,,0,0,45,273,304529
mattrife,DQX7JjhAc1S,She got that Gorilla Grip 👀😂😂🤦🏻‍♂️ WTF?! #comedy #funny #mattrife #standup #standupcomedy #wtf,😂😂😂 😂😂😂 She was on her period. Felt embarrassed saying the reason.. The girls know why 😱😱😱😱🤯🤯🤯🤯🤯 Again hysterically funny 😂 😂😂😂😂😂 Thanks for choosing my city ❤️❤️ 😂😂😂,80009,655,2025-10-29T00:58:01.000Z,2025-10-29 00:58:01+00:00,True,False,103.103,925492,"comedy,funny,mattrife,standup,standupcomedy,wtf",6,,0,0,94,166,80664
mattrife,DQNeScyEuyF,Family Bidness ❤️,👏👏👏👏👏👏👏 👏👏👏👏👏👏👏 That’s why all the black and Mexican jokes. Haha jk jk Glad you having the best year of you life! God Bless you! Your the best ever in everything you do ❤️ @I LOVE YOU MATTHEW STEVEN RIFE Instagram dovrebbe mettere la traduzione automatica nei video come youtube !!! Complimenti sei un grande artista 👏👏👏,-1,327,2025-10-24T23:31:47.000Z,2025-10-24 23:31:47+00:00,False,True,0.0,0,,0,,0,0,17,320,326
mattrife,DQK199qDkds,Mountain View!! Last amphitheater show of the year- what a way to go out! I love yall man! ❤️🏔️ #mattrife #shorelineampitheatre,"Oh my God the baby is adorable Oh my God the baby is adorable I dont know if I can follow you now, I cant DM you??? Like wtf 😂 On a serious note cant wait to see you in Tampa. I bought the vip thinking it meant meet up but sadly no!!!😢 Can't wait for the show!!!👏 Oh yes!!! RED ROCKS rocks!",122563,569,2025-10-23T23:00:00.000Z,2025-10-23 23:00:00+00:00,False,True,0.0,0,"mattrife,shorelineampitheatre",2,,0,0,127,290,123132
mattrife,DQIUhEdgEoO,I’m wingman of the year 😂😂🦼🍈🍈 #comedy #mattrife #standup #standupcomedy #funny #dating #tattoos #handicap,God this guy is a menace God this guy is a menace 😂😂😂😂😂 😂😂😂😂 Hilarious!!!! 😂😂😂😂😂 “How old are they”💀🍒 😂 😂😂,718815,3639,2025-10-22T23:30:00.000Z,2025-10-22 23:30:00+00:00,True,False,135.916,6659016,"comedy,mattrife,standup,standupcomedy,funny,dating,tattoos,handicap",8,,0,0,105,106,722454
mattrife,DQDS2_KAQNI,"Broke the record for most tickets sold at a comedy show in Anaheim, at the @hondacenter 🥹🥰 Over 19,000 ppl! God i love you guys! What a fun night! Let’s keep breaking these records 🤪 #mattrife #comedy #anaheimducks #hondacenter #anaheim","Love this ❤️❤️❤️❤️. Love the song 🎶 Love this ❤️❤️❤️❤️. Love the song 🎶 💜💜💜 I am so happy for you. ... You are so fucking funny yo, and quick with it on the spot too. I love it! 🙌❤️ So very glad for you! You deserve it too! Mrig Good job! But why do you look like a lesbian 😂 I was there! You're the best!",-1,923,2025-10-21T00:39:31.000Z,2025-10-21 00:39:31+00:00,False,True,0.0,0,"mattrife,comedy,anaheimducks,hondacenter,anaheim",5,hondacenter,1,0,236,305,922
mattrife,DP43psqgPWL,I look like a vampire that bit Freddie Mercury on accident 🩸,You send me a dm here and on tiktok You send me a dm here and on tiktok Especially when you take off your shirt OMG so sexy 🔥 👍👍👍👍👍👍👍 ❤️ Damn you look good in red,-1,746,2025-10-16T23:29:22.000Z,2025-10-16 23:29:22+00:00,False,False,0.0,0,,0,,0,0,60,162,745
mattrife,DPzu24PEvpq,Sounds like the worst version of Survivor 😂😂🤦🏻‍♂️💦 #comedy #mattrife #funny #standup #sandupcomedy #relationships #party,😂😂😂😂 😂😂😂😂 🤣🤣🤣 😂😂😂😂😂😂 I have lost it - so funny 😂😂😂 😂😂😂😂😂 @4sh.ex3 I love looking at ur for arms n when u laugh at yourself...your facial expressions are adorable n 🔥 4k is actually very reasonable for 2 weeks,185520,1805,2025-10-14T23:39:43.000Z,2025-10-14 23:39:43+00:00,True,False,311.208,1451184,"comedy,mattrife,funny,standup,sandupcomedy,relationships,party",7,,0,0,120,208,187325
mattrife,DPrlOOnkrM1,"Happy 71st birthday to my best friend ❤️ I miss you so fucking much almost nothing else matters. There’s not a single day that goes by that i don’t think about you. I pray to you before every show, and i hope you get to look down and see some of them. All of this is for you. Making you proud is my single most important achievement in life, making you laugh. It’s hard to enjoy anything without sharing it with you. But i refuse to believe I’ll never see your scruffy face or hear your voice ever again. I miss you so much man, i wish you’d come back. Losing you is the most pain i imagine a person can feel, but it’s made me not afraid of death. If the worst thing that can happen to me is be reunited with you, thank God. But… I’ve got a lot more memories to make before then and i can’t wait to tell you all about them someday. I love you Papaw ❤️","😢😢😢 😢😢😢 Your in my prayers everyday for some comfort and understanding that he's still around you and holds you every time you miss him. Hus smell, memories, it's him. Hes very proud of you Matti @mattrife 👏. Beautiful post I Feel you Kitten.. God bless us all!! 😢😢😢💔❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏",-1,1258,2025-10-11T19:38:12.000Z,2025-10-11 19:38:12+00:00,False,True,0.0,0,,0,,0,0,851,278,1257
mattrife,DPpcMNSgJoq,So proud?! 😂🤦🏻‍♂️ The end is maybe the hardest I’ve ever laughed at myself 😂😂🇲🇽 #comedy #mattrife #standup #standupcomedy #funny #mexican #cheating #relationships #texas,"wtf wtf She so chopped too 😂😂 Remember, it got out once and she put it in @03_fxst she never humiliated him, she embarrassed herself with her actions. People care more about the girls wrong doings than a man’s doing. But he should definitely leave. Most people will feel bad for him cause him working it out means he loves that women but that women can care less about him",339644,3699,2025-10-10T23:40:00.000Z,2025-10-10 23:40:00+00:00,True,False,163.041,3516791,"comedy,mattrife,standup,standupcomedy,funny,mexican,cheating,relationships,texas",9,,0,0,169,372,343343
mattrife,DPkNm09EyzY,BOSTON!! 🎉 NEW YEARS EVE 12/31 💛🖤 Get your tix! I filmed this pooping in the woods ❤️ #comedy #mattrife #boston #tdgarden #bruins #celtics #nye,"Would be a dream, in Connecticut. Only 3 hours away from me. I'm hitchhiking and sneaking in to laugh! Would be a dream, in Connecticut. Only 3 hours away from me. I'm hitchhiking and sneaking in to laugh! 🙌 @cjbuckley81 Yeah, yeah. Get your ass up an hurrah. When you coming to CT @mishelle_d1218 themselves*",47707,1189,2025-10-08T23:00:58.000Z,2025-10-08 23:00:58+00:00,True,False,37.433,453881,"comedy,mattrife,boston,tdgarden,bruins,celtics,nye",7,,0,0,143,309,48896
mattrife,DPeiDGVgHFf,Ahhh 😬 push it… One machine. Two powerhouse moves 💪🏼 Builds strong triceps AND chest! Versatile. Durable. Pure results. #gym80 #gymequipment #homegym,"Wait what 😂 Wait what 😂 Però non ti gonfiare di piu…. Sei perfetto❤️ You should've done this to ""static-x""'s ""Push It"" It could be yours for the low low price of $10,998.99...... 😍 ❤️❤️❤️🙌🙌👏👏💜💜💜 I’m probably the only one that read “Kraft” and thought he partnered with Kraft Mac-n-Cheese???",9814,207,2025-10-06T18:00:00.000Z,2025-10-06 18:00:00+00:00,True,False,25.449,385681,"gym80,gymequipment,homegym",3,,0,0,149,290,10021
mattrife,DPXZoQuE5Wd,Maybe don’t advertise it 🤦🏻‍♂️😂😂😅 #comedy #mattrife #funny #standup #standupcomedy #divorce #marriage,"Thats was tooo rude, like for real Thats was tooo rude, like for real ❤️❤️❤️❤️ 😂😂😂😂 Amazing! How many times have you heard that your videos got them through? They must be watching all your other videos of people saying the same thing just to meet you.😂😂 😂😂😂😂😂😂😂😂 😂😂😂😂😂 😍😍😍😍😍 that's amazing",186803,779,2025-10-03T23:36:31.000Z,2025-10-03 23:36:31+00:00,True,False,149.666,1995688,"comedy,mattrife,funny,standup,standupcomedy,divorce,marriage",7,,0,0,101,289,187582
mattrife,DPU8kTgEglj,"AUSTRALIA & NEW ZEALAND! 🐨 Officially on sale on my website! 10am local time today! Presale went crazy so we added a few more shows ☺️ I can’t wait to see yall again! It’s been too long. We’ve got a whole Part 2 to the Stay Golden Tour next year, and with a bunch of international stops! Stay tuned! ❤️ This is by far the most fun show I’ve ever toured ❤️‍🔥 #comedy #mattrife #tour #standup #standupcomedy #australia #newzealand","That’s Billy Idol That’s Billy Idol I wish the tickets to the show in Charlotte, NC went on sale on the weekend!! Ticketmaster and other sites are blocked at my school and cell service is limited to calls only no data! I’m never going to get to a show!!! Can you add one more show in singapore please??????? You should call this tour ""lost boy"" 😂😂😂😂😂 thats all I can see I don't know if he took inspiration from the outsiders, but if he did he might want to fix it. The phrase is stay gold, ponyboy. Not stay golden. I watched the film on Wednesday OMG you’re really coming to SEA 😍😍 See the Singapore one 😭😭 is this an intentional copy of billy idol or… @jodie_bu_what Monday night 🫠",-1,1420,2025-10-03T00:39:40.000Z,2025-10-03 00:39:40+00:00,False,False,0.0,0,"comedy,mattrife,tour,standup,standupcomedy,australia,newzealand",7,,0,0,428,684,1419
mattrife,DPR9kjJklT9,"AUSTIN, TX is always a great time! 4 SOLD OUT SHOWS at ACL💥 And had a blast hanging with my boys @redclaystrays 🤟🏼🤟🏼🤠 #comedy #mattrife #redclaystrays #austin #texas",🥵🥵🥵 🥵🥵🥵 You are so fine and you look great in red like I said You are such a cutie ❤️❤️ You make this 60 yr old feel young again !! Love ya 😘 lots of love from Fort Payne Alabama . .such an honor to be there...good job!!! Love the mitzii sign!!!! Iconic Beautiful pic Beautiful Coming to your show November 29th can’t wait. Question does your show help handle people in wheelchairs? By the way love that color on you🧡🧡 IS THIS YOU?,-1,494,2025-10-01T20:50:43.000Z,2025-10-01 20:50:43+00:00,False,True,0.0,0,"comedy,mattrife,redclaystrays,austin,texas",5,redclaystrays,1,0,165,431,493
mattrife,DPPrE0Lk3rt,Kansas City was full of surprises! 😆🥰👵🏼♿️ #comedy #mattrife #kansascity #funny #standup #standupcomedy #als #kc,😂😂😂😂😂😂😂😂😂 😂😂😂😂😂😂😂😂😂 I love you Happy Thanksgiving today and wishing the best always 😢😂😂😂😂❤️ Goated😂❤️ Heart of gold 🤎 Damn everyone hits him with some heavy shit! I’d be like okay anyone have a load lighter than that?! 😂 I'm watching this video at least 15 times and I cry every time you hand her that money 😢😍😍 😭😭😭,157184,2155,2025-09-30T23:30:00.000Z,2025-09-30 23:30:00+00:00,True,False,744.958,1070777,"comedy,mattrife,kansascity,funny,standup,standupcomedy,als,kc",8,,0,0,111,315,159339
mattrife,DPALQvNgaae,Thank you San Antonio for 4 SOLD OUT shows last weekend! Y’all are never short of a great fkn time! 🙏🏼🙏🏼 #mattrife #sanantonio #texas #comedy,"Nice arms Nice arms can't wait to make you a daddy!!!!! cheerioes 😍😘❤️ Omg, I didn’t know!! Damn! 😩😩😩 💯❤️❤️❤️❤️❤️❤️❤️ Time to come back lol I've been out of town! nice 237 shining tat 👏 ❤️ so handsome 🥵 The best showman♥️ ❤️❤️❤️",-1,571,2025-09-24T23:04:01.000Z,2025-09-24 23:04:01+00:00,False,True,0.0,0,"mattrife,sanantonio,texas,comedy",4,,0,0,141,228,570
mattrife,DO9pgNxgYHK,"What a sweetheart ❤️ Happy Birthday Sarah, You got ice in your veins girl 🥶 🫵🏼♿️ #comedy #mattrife #als #icebucketchallenge #standup #funny #roast #standupcomedy",Stand up thing to do 🔥🔥 God bless Stand up thing to do 🔥🔥 God bless What a fucking stud That’s awesome! 😂😂😂😂🔥🔥🔥 ❤️ I’m being too emotional this shit made me cry What an act!❤️,210093,5692,2025-09-23T23:30:00.000Z,2025-09-23 23:30:00+00:00,True,False,217.708,1199277,"comedy,mattrife,als,icebucketchallenge,standup,funny,roast,standupcomedy",8,,0,0,161,175,215785
mattrife,DO6l82aASVw,"We’re climbing to new heights 😏🧗🏼 I’m SO excited to bring this hilarious vision of arguably the most impressive sport on earth, to life with my boy @danlagana! Grab your trail mix and tighten your harnesses- stay tuned 🤪 #mattrife #comedy #film #freesolo #rockclimbing","You are so hot You are so hot Thanks for shining bright for many of us that need to see it in the distance to remember there is always something to keep moving forward to reach. It is dark out there. Hard out there. Difficult when you are labeled in a world where labels mean more than a human touch. Ever been slapped in the face with a post it that says, “YOU need an advocate, but I ain’t it?” And find out the medical community does not care? Well we all need to be our OWN advocates and you bring the lighted path. #thankful #blessed 👏👏👏👏👏🙌🙌🙌🙌🙌🔥🔥🔥🔥🔥❤️❤️❤️❤️😂 🥰THIS KIDD IS JUST SO BEAUTIFUL😍 Congrats. I'm sure it will be awesome. ❤️ Ur caption made me think you were going on @newheightshow Congratulations ❤️ Congratulations need extras?",-1,294,2025-09-22T19:01:47.000Z,2025-09-22 19:01:47+00:00,False,True,0.0,0,"mattrife,comedy,film,freesolo,rockclimbing",5,danlagana,1,0,268,744,293
mattrife,DOw1ui3AEBf,ST. LOUIS!! You guys are insane 🤣 We had so much fun- thank you for another sold out show! Let’s do it again ASAP! I love you ❤️❤️❤️ Shoutout to @nikkiglaser for popping in for some laughs ☺️ #mattRife #stlouis #missouri #standup #comedy #standupcomedy #stlouisblues #funny,Always catch some hot mommies Always catch some hot mommies Go Blues! She’s a bombshell! Good tunes you're playing I watch your Netflix show I enjoy that okay that's it have a good day🔥❤️😂 13th slide iykyk Sexiest man after david laid @shayberz slay? Why?,193156,862,2025-09-19T00:07:14.000Z,2025-09-19 00:07:14+00:00,False,True,0.0,0,"mattRife,stlouis,missouri,standup,comedy,standupcomedy,stlouisblues,funny",8,nikkiglaser,1,0,273,255,194018
mattrife,DOuI8-fgdtw,KANSAS CITY!! You made me feel like Taylor Swift 🥰 What a night - Thank you for an incredible sold out show ❤️❤️ I’ll see you again soon! RUN IT BACK! #comedy #kansascity #mattrife #chiefs #standup #standupcomedy #taylorswift,Vizslas are the best 🥰 Vizslas are the best 🥰 Your so beautiful Oh my goodness that puppy is adorable. I’m coming to your show on November 29th first show. I’m so excited. God I love tht smile I love u 😍😍😍 🤩🤩💪 Ну и красавчик 😍 @anapinagaukhar на него Искандер похож 🙌😄 💝💝💝,166058,771,2025-09-17T22:57:30.000Z,2025-09-17 22:57:30+00:00,False,True,0.0,0,"comedy,kansascity,mattrife,chiefs,standup,standupcomedy,taylorswift",7,,0,0,225,272,166829
mattrife,DOrlqlWgbNX,By far the darkest overall show I’ve ever had 😂🤦🏻‍♂️ Every person i spoke to got darker and darker- full episode coming soon. #comedy #standup #standupcomedy #funny #mattrife #darkhumour #roast,So why did he just dissappear?? So why did he just dissappear?? Переведите на русский язык пожалуйста 🙌 Please come to Lebanon 🔥🔥🔥❤️❤️❤️❤️ Oh my God 😂😂😂😂 Hhelll no😂 😂😂😂😂 @reghardmostert been selling out arenas around the world. Who disappeared? @mattrife Don't see any of his content must be algorithm,178943,921,2025-09-16T23:10:00.000Z,2025-09-16 23:10:00+00:00,True,False,105.416,2152912,"comedy,standup,standupcomedy,funny,mattrife,darkhumour,roast",7,,0,0,193,301,179864
mattrife,DOogtWCD-na,"I chose the best equipment because I wanted the best results! #gym80 💪 If you want that too, you know where to go! www.gym80.us #kingofmachines","Hello babe I just get the $300 dollar apple gift for the transportation fees Hello babe I just get the $300 dollar apple gift for the transportation fees Only if I could afford a gym like this I’d have one. 🔥🔥🔥 As a 4 year VARSITY WRESTLER IN HIGH SCHOOL AND THE ONLY GIRL ON MY HIGH SCHOOL TEAM, MY ABSOLUTE FAVORITE EXERCISE MACHINES WERE THE LEG PRESS AND THE ROWING MACHINE!! ❤️ THE MOST I WOULD LEG PRESS WOULD SERIOUS TO GOD WAS 650 POUNDS IN REPS OF 20 with a 20-25 second break then repeat the 20 reps!! 😍😍😍😍😍 Can’t tell if this person s serious but god that sucks if it is How is this reel 12 hours long?!! 🔥🔥 ❤️ How much is it?? I legitimately need to know a number so I can save up for it 💯 I think we need more vids of you working out.. i mean, to learn the.. how to do the gym thing, of course.",-1,219,2025-09-15T18:30:52.000Z,2025-09-15 18:30:52+00:00,True,False,43.4,258693,"gym80,kingofmachines",2,,0,0,143,807,218
mattrife,DOeH5o1gIxS,"Blessed to see 30 ❤️👴🏼 Thank you to everyone for all the birthday wishes yesterday. Thank you to @jackson.mcqueen for the greatest birthday gifts I’ve maybe ever received 🤟🏼 Thank you to every one of you reading this that have made literally all my dreams come true. I entered my 20s with probably $700 to my name. Ten years later i get to travel the world with my best friends, making the people i love, laugh. There no greater blessing. Thank you God. It’s not lost on me that I’ve done more in 30 years than most people do in a lifetime and I’m so grateful for that opportunity. I promise you a lot more incredible memories to be made ❤️❤️","Thank you for making our sad times happy Thank you for making our sad times happy Happy belated birthday sorry I missed it The durags 😂😂 Caption “That’s that Zaza” You are one of my favorite comedians, keep doing you I am God that God bless you happy birthday He's really 30?? Is that James ?👀 Happy late Birthday 🎉 That ZaZa!",272313,2764,2025-09-11T17:40:28.000Z,2025-09-11 17:40:28+00:00,False,True,0.0,0,,0,jackson,1,0,642,326,275077
